"Chromosome","Start_Position","End_Position","Match_Position","Match_End_Position","FlankedExonIDs"
"NC_035108.1",457095426,457095500,457097726,457097800,"exon-XR_002501013.1-11"
"NC_035108.1",457095526,457095775,457097824,457098073,"exon-XR_002501013.1-11"
"NC_035108.1",458727301,458727400,458731022,458731121,"exon-XM_021848125.1-1; exon-XM_021848126.1-1"
"NC_035108.1",458728576,458728775,458731326,458731525,"exon-XM_001650219.2-1; exon-XM_021848125.1-1"
"NC_035108.1",458728801,458728875,458731551,458731625,"exon-XM_001650219.2-1; exon-XM_021848125.1-1"
"NC_035108.1",459211226,459211275,459222630,459222679,"exon-XM_021848135.1-2"
"NC_035108.1",460567651,460567700,460571812,460571861,"exon-XM_021848164.1-1"
"NC_035108.1",460694201,460694250,460700767,460700816,"exon-XM_021848177.1-1"
"NC_035108.1",460798501,460798575,460810994,460811068,"exon-XM_001658649.2-5"
"NC_035108.1",460962876,460962925,460975587,460975636,"exon-XM_021848179.1-6"
"NC_035108.1",461307226,461307450,461318898,461319122,"exon-XM_021848189.1-1"
"NC_035108.1",461307476,461307650,461319148,461319322,"exon-XM_021848189.1-1"
"NC_035108.1",461307726,461307800,461319398,461319472,"exon-XM_021848189.1-1"
"NC_035108.1",461307901,461307975,461326741,461326815,"exon-XM_021848189.1-1"
"NC_035108.1",461308876,461308950,461326882,461326956,"exon-XM_021848189.1-1"
"NC_035108.1",461309001,461309075,461326986,461327060,"exon-XM_021848189.1-1"
"NC_035108.1",461309101,461309225,461327086,461327210,"exon-XM_021848189.1-1"
"NC_035108.1",461319426,461319475,461336309,461336358,"exon-XM_021848189.1-2"
"NC_035108.1",461326751,461326825,461336466,461336540,"exon-XM_021848189.1-2"
"NC_035108.1",461326751,461326850,461338246,461338345,"exon-XM_021848189.1-2"
"NC_035108.1",461326876,461326950,461336591,461336665,"exon-XM_021848189.1-2"
"NC_035108.1",461326876,461326950,461342696,461342770,"exon-XM_021848189.1-2"
"NC_035108.1",461327026,461327200,461336762,461336936,"exon-XM_021848189.1-2"
"NC_035108.1",461327026,461327200,461342867,461343041,"exon-XM_021848189.1-2"
"NC_035108.1",461335651,461335825,461337393,461337567,"exon-XM_021848189.1-2"
"NC_035108.1",461335651,461335725,461338469,461338543,"exon-XM_021848189.1-2"
"NC_035108.1",461335676,461335725,461343499,461343548,"exon-XM_021848189.1-2"
"NC_035108.1",461335751,461335825,461343574,461343648,"exon-XM_021848189.1-2"
"NC_035108.1",461335851,461335925,461343674,461343748,"exon-XM_021848189.1-2"
"NC_035108.1",461336001,461336175,461343824,461343998,"exon-XM_021848189.1-2"
"NC_035108.1",461336226,461336275,461344049,461344098,"exon-XM_021848189.1-2; exon-XM_021848190.1-1"
"NC_035108.1",461336351,461336425,461337590,461337664,"exon-XM_021848189.1-2"
"NC_035108.1",461336476,461336550,461338256,461338330,"exon-XM_021848189.1-2"
"NC_035108.1",461336476,461336525,461351939,461351988,"exon-XM_021848189.1-2; exon-XM_021848190.1-1; exon-XM_021848190.1-2"
"NC_035108.1",461336576,461337000,461342681,461343105,"exon-XM_021848189.1-2"
"NC_035108.1",461337026,461337100,461343131,461343205,"exon-XM_021848189.1-2"
"NC_035108.1",461337126,461337325,461343231,461343430,"exon-XM_021848189.1-2"
"NC_035108.1",461338226,461338300,461351909,461351983,"exon-XM_021848190.1-1; exon-XM_021848190.1-2"
"NC_035108.1",461344151,461344225,461351791,461351865,"exon-XM_021848190.1-1; exon-XM_021848190.1-2"
"NC_035108.1",461348626,461348675,461354913,461354962,"exon-XM_021848190.1-2"
"NC_035108.1",461348726,461348825,461355013,461355112,"exon-XM_021848190.1-2"
"NC_035108.1",461348851,461348925,461356725,461356799,"exon-XM_021848190.1-2"
"NC_035108.1",461361976,461362175,461372434,461372633,"exon-XM_001656631.2-2"
"NC_035108.1",461373076,461373150,461373970,461374044,"exon-XM_001656631.2-2"
"NC_035108.1",461373176,461373325,461374070,461374219,"exon-XM_001656631.2-2"
"NC_035108.1",463348901,463348950,463362743,463362792,"exon-XM_021848220.1-4"
"NC_035108.1",464288426,464288500,464307937,464308011,"exon-XM_021848235.1-2; exon-XM_021848233.1-1"
"NC_035108.1",464294701,464294750,464295757,464295806,"exon-XM_021848233.1-1"
"NC_035108.1",464294751,464294800,464295757,464295806,"exon-XM_021848233.1-1"
"NC_035108.1",464294801,464294850,464295757,464295806,"exon-XM_021848233.1-1"
"NC_035108.1",464594251,464594350,464607150,464607249,"exon-XM_001648820.2-1; exon-XM_001649368.2-1"
"NC_035108.1",464594376,464594475,464607275,464607374,"exon-XM_001648820.2-1; exon-XM_001649368.2-1"
"NC_035108.1",464594501,464594575,464607400,464607474,"exon-XM_001648820.2-1; exon-XM_001649368.2-1"
"NC_035108.1",464594776,464594825,464607674,464607723,"exon-XM_001648820.2-1; exon-XM_001649368.2-1"
"NC_035108.1",464822901,464822950,464840057,464840106,"exon-XM_021848253.1-3; exon-XM_021848253.1-4; exon-XM_021848253.1-5; exon-XM_021848253.1-6; exon-XM_021848253.1-7; exon-XM_021848253.1-8; exon-XM_021848253.1-9; exon-XM_021848254.1-3; exon-XM_021848254.1-9"
"NC_035108.1",464823026,464823075,464840191,464840240,"exon-XM_021848253.1-3; exon-XM_021848253.1-4; exon-XM_021848253.1-5; exon-XM_021848253.1-6; exon-XM_021848253.1-7; exon-XM_021848253.1-8; exon-XM_021848253.1-9; exon-XM_021848254.1-3; exon-XM_021848254.1-9"
"NC_035108.1",468491226,468491450,468498215,468498439,"exon-XM_021848289.1-1; exon-XM_021848289.1-2"
"NC_035108.1",468763726,468763775,468778015,468778064,"exon-XM_001651960.2-1; exon-XM_001651960.2-2; exon-XM_001651960.2-3; exon-XM_011494733.2-1; exon-XM_011494733.2-4; exon-XM_011494733.2-5; exon-XM_011494733.2-6"
"NC_035108.1",469192826,469192900,469210326,469210400,"exon-XM_021848313.1-2"
"NC_035108.1",469192976,469193025,469210474,469210523,"exon-XM_021848313.1-2"
"NC_035108.1",469193051,469193100,469210549,469210598,"exon-XM_021848313.1-2"
"NC_035108.1",469193201,469193275,469210699,469210773,"exon-XM_021848313.1-2"
"NC_035108.1",469193851,469193900,469211361,469211410,"exon-XM_021848313.1-2"
"NC_035108.1",469193976,469194025,469211480,469211529,"exon-XM_021848313.1-2"
"NC_035108.1",469194101,469194175,469211604,469211678,"exon-XM_021848313.1-2"
"NC_035108.1",469194251,469194300,469211754,469211803,"exon-XM_021848313.1-2"
"NC_035108.1",469201126,469201750,469208317,469208941,"exon-XM_021848313.1-2"
"NC_035108.1",469209801,469210075,469212462,469212736,"exon-XM_021848313.1-2"
"NC_035108.1",469210126,469210325,469212787,469212986,"exon-XM_021848313.1-2"
"NC_035108.1",469214151,469214200,469218514,469218563,"exon-XM_021848313.1-1"
"NC_035108.1",469214376,469214425,469218730,469218779,"exon-XM_021848313.1-1"
"NC_035108.1",469214576,469214650,469218930,469219004,"exon-XM_021848313.1-1"
"NC_035108.1",469216576,469216625,469227394,469227443,"exon-XM_021848313.1-1"
"NC_035108.1",469220151,469220250,469230530,469230629,"exon-XM_021848313.1-1"
"NC_035108.1",469220151,469220375,469236748,469236972,"exon-XM_021848313.1-1"
"NC_035108.1",469220501,469220575,469230900,469230974,"exon-XM_021848313.1-1"
"NC_035108.1",469220501,469220550,469237118,469237167,"exon-XM_021848313.1-1"
"NC_035108.1",469220651,469220700,469231050,469231099,"exon-XM_021848313.1-1"
"NC_035108.1",469220651,469220725,469237268,469237342,"exon-XM_021848313.1-1"
"NC_035108.1",470276601,470276650,470284156,470284205,"exon-XM_001652774.2-1; exon-XM_001652775.2-1; exon-XM_001652775.2-2"
"NC_035108.1",470343651,470343725,470353709,470353783,"exon-XM_001652781.3-1"
"NC_035108.1",471338776,471338825,471358331,471358380,"exon-XM_021848348.1-1"
"NC_035108.1",472326351,472326750,472335853,472336252,"exon-XM_001651713.2-3; exon-XM_001651713.2-4; exon-XM_001651712.2-3; exon-XM_001651712.2-4; exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1"
"NC_035108.1",472326951,472327075,472336450,472336574,"exon-XM_001651713.2-4; exon-XM_001651712.2-4; exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1"
"NC_035108.1",472327151,472327200,472336650,472336699,"exon-XM_001651713.2-4; exon-XM_001651712.2-4; exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1"
"NC_035108.1",472327326,472327525,472336825,472337024,"exon-XM_001651713.2-4; exon-XM_001651712.2-4; exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1; exon-XM_021848351.1-2"
"NC_035108.1",472327601,472327700,472337100,472337199,"exon-XM_001651713.2-4; exon-XM_001651712.2-4; exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1; exon-XM_021848351.1-2"
"NC_035108.1",472327851,472327925,472337350,472337424,"exon-XM_001651717.2-1; exon-XM_001651717.2-2; exon-XM_001651717.2-3; exon-XM_001651716.2-1; exon-XM_021848351.1-1; exon-XM_021848351.1-2; exon-XM_001651718.1-3"
"NC_035108.1",472328176,472328225,472337675,472337724,"exon-XM_001651717.2-1; exon-XM_001651716.2-1; exon-XM_021848351.1-1; exon-XM_021848351.1-2; exon-XM_001651718.1-2; exon-XM_001651718.1-3"
"NC_035108.1",472328351,472328400,472337851,472337900,"exon-XM_001651717.2-1; exon-XM_021848351.1-1; exon-XM_021848351.1-2; exon-XM_001651718.1-1; exon-XM_001651718.1-2; exon-XM_001651718.1-3"
"NC_035108.1",472328451,472328525,472337945,472338019,"exon-XM_021848351.1-1; exon-XM_021848351.1-2; exon-XM_001651718.1-1; exon-XM_001651718.1-2; exon-XM_001651718.1-3"
"NC_035108.1",473363926,473363975,473371859,473371908,"exon-XM_011494946.2-3; exon-XM_011494946.2-4"
"NC_035108.1",474130626,474130675,474131190,474131239,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474131754,474131803,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474132312,474132361,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474132867,474132916,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474133431,474133480,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474133989,474134038,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474134547,474134596,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474135105,474135154,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474135669,474135718,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474136227,474136276,"exon-XM_021848381.1-8"
"NC_035108.1",474130626,474130675,474136785,474136834,"exon-XM_021848381.1-8"
"NC_035108.1",474130726,474130775,474134089,474134138,"exon-XM_021848381.1-8"
"NC_035108.1",474130726,474130775,474134647,474134696,"exon-XM_021848381.1-8"
"NC_035108.1",474130726,474130775,474135769,474135818,"exon-XM_021848381.1-8"
"NC_035108.1",474130726,474130775,474136327,474136376,"exon-XM_021848381.1-8"
"NC_035108.1",474130726,474130800,474136885,474136959,"exon-XM_021848381.1-8"
"NC_035108.1",474130751,474130800,474135230,474135279,"exon-XM_021848381.1-8"
"NC_035108.1",474130776,474130850,474131340,474131414,"exon-XM_021848381.1-8"
"NC_035108.1",474130776,474130850,474131904,474131978,"exon-XM_021848381.1-8"
"NC_035108.1",474130776,474130850,474133017,474133091,"exon-XM_021848381.1-8"
"NC_035108.1",474130776,474130850,474133581,474133655,"exon-XM_021848381.1-8"
"NC_035108.1",474130801,474130850,474134164,474134213,"exon-XM_021848381.1-8"
"NC_035108.1",474130801,474130850,474134722,474134771,"exon-XM_021848381.1-8"
"NC_035108.1",474130801,474130850,474135844,474135893,"exon-XM_021848381.1-8"
"NC_035108.1",474130801,474130850,474136402,474136451,"exon-XM_021848381.1-8"
"NC_035108.1",474130926,474130975,474137085,474137134,"exon-XM_021848381.1-8"
"NC_035108.1",474130976,474131050,474132653,474132727,"exon-XM_021848381.1-8"
"NC_035108.1",474130976,474131050,474135455,474135529,"exon-XM_021848381.1-8"
"NC_035108.1",474130976,474131050,474136577,474136651,"exon-XM_021848381.1-8"
"NC_035108.1",474131001,474131075,474131565,474131639,"exon-XM_021848381.1-8"
"NC_035108.1",474131001,474131050,474132129,474132178,"exon-XM_021848381.1-8"
"NC_035108.1",474131001,474131600,474133242,474133841,"exon-XM_021848381.1-8"
"NC_035108.1",474131001,474131050,474133806,474133855,"exon-XM_021848381.1-8"
"NC_035108.1",474131126,474131250,474132248,474132372,"exon-XM_021848381.1-8"
"NC_035108.1",474131126,474131275,474133925,474134074,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131250,474131715,474131814,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131275,474134508,474134632,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131225,474135066,474135140,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131250,474135630,474135729,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131225,474136188,474136262,"exon-XM_021848381.1-8"
"NC_035108.1",474131151,474131250,474136746,474136845,"exon-XM_021848381.1-8"
"NC_035108.1",474131176,474131250,474132853,474132927,"exon-XM_021848381.1-8"
"NC_035108.1",474131301,474131450,474131865,474132014,"exon-XM_021848381.1-8"
"NC_035108.1",474131301,474131350,474132423,474132472,"exon-XM_021848381.1-8"
"NC_035108.1",474131301,474131450,474132978,474133127,"exon-XM_021848381.1-8"
"NC_035108.1",474131351,474131400,474134150,474134199,"exon-XM_021848381.1-8"
"NC_035108.1",474131351,474131400,474134708,474134757,"exon-XM_021848381.1-8"
"NC_035108.1",474131351,474131400,474135830,474135879,"exon-XM_021848381.1-8"
"NC_035108.1",474131351,474131400,474136388,474136437,"exon-XM_021848381.1-8"
"NC_035108.1",474131376,474131425,474136971,474137020,"exon-XM_021848381.1-8"
"NC_035108.1",474131526,474131600,474132090,474132164,"exon-XM_021848381.1-8"
"NC_035108.1",474131526,474131625,474133203,474133302,"exon-XM_021848381.1-8"
"NC_035108.1",474131626,474131825,474135541,474135740,"exon-XM_021848381.1-8"
"NC_035108.1",474131676,474131725,474137271,474137320,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131925,474132259,474132483,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131825,474133378,474133502,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131825,474133936,474134060,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131825,474134494,474134618,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131800,474135052,474135151,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131800,474136174,474136273,"exon-XM_021848381.1-8"
"NC_035108.1",474131701,474131825,474136732,474136856,"exon-XM_021848381.1-8"
"NC_035108.1",474131751,474132175,474132864,474133288,"exon-XM_021848381.1-8"
"NC_035108.1",474131876,474132000,474133553,474133677,"exon-XM_021848381.1-8"
"NC_035108.1",474131926,474131975,474134161,474134210,"exon-XM_021848381.1-8"
"NC_035108.1",474131926,474131975,474134719,474134768,"exon-XM_021848381.1-8"
"NC_035108.1",474131926,474131975,474135841,474135890,"exon-XM_021848381.1-8"
"NC_035108.1",474131926,474131975,474136399,474136448,"exon-XM_021848381.1-8"
"NC_035108.1",474132101,474132375,474133778,474134052,"exon-XM_021848381.1-8"
"NC_035108.1",474132126,474132200,474132675,474132749,"exon-XM_021848381.1-8"
"NC_035108.1",474132126,474132200,474135477,474135551,"exon-XM_021848381.1-8"
"NC_035108.1",474132126,474132200,474136599,474136673,"exon-XM_021848381.1-8"
"NC_035108.1",474132176,474132250,474134411,474134485,"exon-XM_021848381.1-8"
"NC_035108.1",474132176,474132250,474134969,474135043,"exon-XM_021848381.1-8"
"NC_035108.1",474132176,474132250,474136091,474136165,"exon-XM_021848381.1-8"
"NC_035108.1",474132251,474132375,474133370,474133494,"exon-XM_021848381.1-8"
"NC_035108.1",474132276,474132375,474134511,474134610,"exon-XM_021848381.1-8"
"NC_035108.1",474132276,474132350,474135069,474135143,"exon-XM_021848381.1-8"
"NC_035108.1",474132276,474132375,474135633,474135732,"exon-XM_021848381.1-8"
"NC_035108.1",474132276,474132350,474136191,474136265,"exon-XM_021848381.1-8"
"NC_035108.1",474132276,474132375,474136749,474136848,"exon-XM_021848381.1-8"
"NC_035108.1",474132301,474132475,474132856,474133030,"exon-XM_021848381.1-8"
"NC_035108.1",474132426,474132475,474133545,474133594,"exon-XM_021848381.1-8"
"NC_035108.1",474132451,474132525,474135244,474135318,"exon-XM_021848381.1-8"
"NC_035108.1",474132451,474132525,474136924,474136998,"exon-XM_021848381.1-8"
"NC_035108.1",474132676,474132725,474133240,474133289,"exon-XM_021848381.1-8"
"NC_035108.1",474132676,474132750,474133804,474133878,"exon-XM_021848381.1-8"
"NC_035108.1",474132676,474132750,474135478,474135552,"exon-XM_021848381.1-8"
"NC_035108.1",474132676,474132775,474136600,474136699,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132925,474133415,474133489,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132925,474133973,474134047,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132925,474134531,474134605,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132900,474135089,474135138,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132925,474135653,474135727,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132900,474136211,474136260,"exon-XM_021848381.1-8"
"NC_035108.1",474132851,474132925,474136769,474136843,"exon-XM_021848381.1-8"
"NC_035108.1",474133001,474133125,474133565,474133689,"exon-XM_021848381.1-8"
"NC_035108.1",474133026,474133100,474134148,474134222,"exon-XM_021848381.1-8"
"NC_035108.1",474133026,474133100,474134706,474134780,"exon-XM_021848381.1-8"
"NC_035108.1",474133026,474133100,474135828,474135902,"exon-XM_021848381.1-8"
"NC_035108.1",474133026,474133100,474136386,474136460,"exon-XM_021848381.1-8"
"NC_035108.1",474133051,474133100,474135289,474135338,"exon-XM_021848381.1-8"
"NC_035108.1",474133051,474133100,474136969,474137018,"exon-XM_021848381.1-8"
"NC_035108.1",474133201,474133275,474133765,474133839,"exon-XM_021848381.1-8"
"NC_035108.1",474133351,474133500,474133909,474134058,"exon-XM_021848381.1-8"
"NC_035108.1",474133376,474133500,474135614,474135738,"exon-XM_021848381.1-8"
"NC_035108.1",474133401,474133500,474134517,474134616,"exon-XM_021848381.1-8"
"NC_035108.1",474133401,474133475,474135075,474135149,"exon-XM_021848381.1-8"
"NC_035108.1",474133401,474133475,474136197,474136271,"exon-XM_021848381.1-8"
"NC_035108.1",474133401,474133500,474136755,474136854,"exon-XM_021848381.1-8"
"NC_035108.1",474133601,474133650,474134159,474134208,"exon-XM_021848381.1-8"
"NC_035108.1",474133601,474133650,474134717,474134766,"exon-XM_021848381.1-8"
"NC_035108.1",474133601,474133650,474135839,474135888,"exon-XM_021848381.1-8"
"NC_035108.1",474133601,474133650,474136397,474136446,"exon-XM_021848381.1-8"
"NC_035108.1",474133801,474133875,474135475,474135549,"exon-XM_021848381.1-8"
"NC_035108.1",474133801,474133875,474136597,474136671,"exon-XM_021848381.1-8"
"NC_035108.1",474133851,474133925,474134409,474134483,"exon-XM_021848381.1-8"
"NC_035108.1",474133851,474133925,474134967,474135041,"exon-XM_021848381.1-8"
"NC_035108.1",474133851,474133925,474136089,474136163,"exon-XM_021848381.1-8"
"NC_035108.1",474133951,474134025,474135067,474135141,"exon-XM_021848381.1-8"
"NC_035108.1",474133951,474134600,474134509,474135158,"exon-XM_021848381.1-8"
"NC_035108.1",474133951,474134050,474135631,474135730,"exon-XM_021848381.1-8"
"NC_035108.1",474133951,474134025,474136189,474136263,"exon-XM_021848381.1-8"
"NC_035108.1",474133951,474134050,474136747,474136846,"exon-XM_021848381.1-8"
"NC_035108.1",474134076,474134125,474136872,474136921,"exon-XM_021848381.1-8"
"NC_035108.1",474134101,474134600,474135781,474136280,"exon-XM_021848381.1-8"
"NC_035108.1",474134101,474134250,474136339,474136488,"exon-XM_021848381.1-8"
"NC_035108.1",474134176,474134375,474135292,474135491,"exon-XM_021848381.1-8"
"NC_035108.1",474134451,474134625,474136689,474136863,"exon-XM_021848381.1-8"
"NC_035108.1",474134501,474134625,474135623,474135747,"exon-XM_021848381.1-8"
"NC_035108.1",474134651,474135225,474135773,474136347,"exon-XM_021848381.1-8"
"NC_035108.1",474134651,474134800,474136331,474136480,"exon-XM_021848381.1-8"
"NC_035108.1",474134651,474134700,474136889,474136938,"exon-XM_021848381.1-8"
"NC_035108.1",474134726,474134925,474135284,474135483,"exon-XM_021848381.1-8"
"NC_035108.1",474134726,474134775,474136964,474137013,"exon-XM_021848381.1-8"
"NC_035108.1",474135026,474135150,474136706,474136830,"exon-XM_021848381.1-8"
"NC_035108.1",474135051,474135150,474135615,474135714,"exon-XM_021848381.1-8"
"NC_035108.1",474135176,474135225,474135740,474135789,"exon-XM_021848381.1-8"
"NC_035108.1",474135251,474135325,474136931,474137005,"exon-XM_021848381.1-8"
"NC_035108.1",474135301,474135475,474135865,474136039,"exon-XM_021848381.1-8"
"NC_035108.1",474135301,474135350,474136423,474136472,"exon-XM_021848381.1-8"
"NC_035108.1",474135451,474135550,474136573,474136672,"exon-XM_021848381.1-8"
"NC_035108.1",474135601,474135650,474137281,474137330,"exon-XM_021848381.1-8"
"NC_035108.1",474135626,474135700,474136184,474136258,"exon-XM_021848381.1-8"
"NC_035108.1",474135626,474135725,474136742,474136841,"exon-XM_021848381.1-8"
"NC_035108.1",474135726,474135925,474136284,474136483,"exon-XM_021848381.1-8"
"NC_035108.1",474135776,474135825,474136892,474136941,"exon-XM_021848381.1-8"
"NC_035108.1",474135851,474135900,474136967,474137016,"exon-XM_021848381.1-8"
"NC_035108.1",474136151,474136275,474136709,474136833,"exon-XM_021848381.1-8"
"NC_035108.1",474136326,474136375,474136884,474136933,"exon-XM_021848381.1-8"
"NC_035108.1",474136501,474136550,474137059,474137108,"exon-XM_021848381.1-8"
"NC_035109.1",1590776,1590825,1607505,1607554,"exon-XM_021855119.1-4; exon-XM_021855119.1-5; exon-XM_021855119.1-6; exon-XM_021855119.1-7"
"NC_035109.1",1590876,1590950,1607605,1607679,"exon-XM_021855119.1-4; exon-XM_021855119.1-5; exon-XM_021855119.1-6; exon-XM_021855119.1-7"
"NC_035109.1",1951951,1952000,1971824,1971873,"exon-XM_021851257.1-4; exon-XM_021851257.1-5"
"NC_035109.1",1951976,1952025,1966489,1966538,"exon-XM_021851257.1-4; exon-XM_021851257.1-5"
"NC_035109.1",1952001,1952050,1971824,1971873,"exon-XM_021851257.1-4; exon-XM_021851257.1-5"
"NC_035109.1",1952026,1952075,1966489,1966538,"exon-XM_021851257.1-4; exon-XM_021851257.1-5"
"NC_035109.1",1952051,1952100,1971824,1971873,"exon-XM_021851257.1-4; exon-XM_021851257.1-5"
"NC_035109.1",2239026,2239075,2250098,2250147,"exon-XM_021851012.1-4"
"NC_035109.1",2239151,2239225,2250223,2250297,"exon-XM_021851012.1-4"
"NC_035109.1",2239451,2239550,2250514,2250613,"exon-XM_021851012.1-4"
"NC_035109.1",2642476,2642525,2661361,2661410,"exon-XM_021851231.1-1"
"NC_035109.1",2774326,2774800,2791283,2791757,"exon-XM_021849417.1-1; exon-XM_021855187.1-1"
"NC_035109.1",3653751,3653850,3662278,3662377,"exon-XM_021855279.1-1; exon-XM_021855279.1-2; exon-XM_021855279.1-3"
"NC_035109.1",6245776,6245825,6254000,6254049,"exon-XM_001653084.2-2; exon-XM_001653084.2-3; exon-XM_001653084.2-4"
"NC_035109.1",6245851,6245900,6254075,6254124,"exon-XM_001653084.2-2; exon-XM_001653084.2-3; exon-XM_001653084.2-4"
"NC_035109.1",6246401,6246450,6254378,6254427,"exon-XM_001653084.2-2; exon-XM_001653084.2-3; exon-XM_001653084.2-4"
"NC_035109.1",6246551,6246675,6254528,6254652,"exon-XM_001653084.2-2; exon-XM_001653084.2-3; exon-XM_001653084.2-4"
"NC_035109.1",6246901,6246950,6254901,6254950,"exon-XM_001653084.2-2; exon-XM_001653084.2-3; exon-XM_001653084.2-4"
"NC_035109.1",8860901,8861350,8866098,8866547,"exon-XM_021853736.1-1"
"NC_035109.1",9163301,9163350,9182668,9182717,"exon-XM_001658934.2-2"
"NC_035109.1",9607951,9608000,9620178,9620227,"exon-XM_001658947.2-1"
"NC_035109.1",9779851,9780150,9780689,9780988,"exon-XM_021851283.1-1"
"NC_035109.1",10239801,10239925,10249744,10249868,"exon-XM_021852582.1-1; exon-XM_021852468.1-1; exon-XM_021852468.1-2"
"NC_035109.1",10414301,10414375,10423936,10424010,"exon-XM_021854851.1-5; exon-XM_021854851.1-6"
"NC_035109.1",10533526,10533575,10551177,10551226,"exon-XM_021853258.1-1"
"NC_035109.1",10533676,10533725,10551341,10551390,"exon-XM_021853258.1-1"
"NC_035109.1",11181026,11181525,11187119,11187618,"exon-XM_021850020.1-1"
"NC_035109.1",12749576,12749625,12760144,12760193,"exon-XM_021851187.1-3"
"NC_035109.1",13911201,13911300,13923044,13923143,"exon-XR_002502177.1-1; exon-XR_002502177.1-2"
"NC_035109.1",13911451,13911500,13923294,13923343,"exon-XR_002502177.1-1; exon-XR_002502177.1-2"
"NC_035109.1",13911526,13911575,13923378,13923427,"exon-XR_002502177.1-1; exon-XR_002502177.1-2"
"NC_035109.1",14483301,14483350,14495941,14495990,"exon-XM_001653075.2-1; exon-XM_001653075.2-2"
"NC_035109.1",14854926,14854975,14866744,14866793,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14855001,14855050,14866819,14866868,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14860626,14860700,14866922,14866996,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14861226,14861275,14871724,14871773,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14861351,14861400,14871849,14871898,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14861426,14861525,14871924,14872023,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14862351,14862400,14867075,14867124,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14862626,14862725,14871727,14871826,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14862751,14862800,14871852,14871901,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14863276,14863325,14872378,14872427,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14863401,14863525,14872503,14872627,"exon-XM_021850636.1-2; exon-XM_021850636.1-3; exon-XM_021850636.1-4; exon-XM_021850636.1-5"
"NC_035109.1",14866451,14866675,14872728,14872952,"exon-XM_021850636.1-5"
