Chromosome,Start_Position,End_Position,Match_Position,Match_End_Position
BX284606.5,4037901,4037950,4049656,4049705
BX284606.5,4037901,4037950,4049736,4049785
BX284606.5,4037901,4037975,4049956,4050030
BX284606.5,4037901,4037950,4050336,4050385
BX284606.5,4037901,4037950,4050416,4050465
BX284606.5,4037901,4037950,4050676,4050725
BX284606.5,4037901,4037975,4050796,4050870
BX284606.5,4037901,4037950,4051016,4051065
BX284606.5,4037901,4037950,4051216,4051265
BX284606.5,4037901,4037950,4051439,4051488
BX284606.5,4037901,4037950,4052175,4052224
BX284606.5,4037901,4037950,4052396,4052445
BX284606.5,4037901,4038000,4052598,4052697
BX284606.5,4037901,4037950,4053108,4053157
BX284606.5,4037901,4037950,4053329,4053378
BX284606.5,4037901,4037950,4055136,4055185
BX284606.5,4037901,4037950,4055359,4055408
BX284606.5,4037901,4037950,4055561,4055610
BX284606.5,4037901,4037975,4056236,4056310
BX284606.5,4037926,4037975,4039689,4039738
BX284606.5,4037926,4037975,4039969,4040018
BX284606.5,4037926,4037975,4041109,4041158
BX284606.5,4037926,4037975,4041798,4041847
BX284606.5,4037926,4037975,4042458,4042507
BX284606.5,4037926,4037975,4042882,4042931
BX284606.5,4037926,4037975,4043063,4043112
BX284606.5,4037926,4037975,4043364,4043413
BX284606.5,4037926,4037975,4044939,4044988
BX284606.5,4037926,4037975,4045139,4045188
BX284606.5,4037926,4038000,4045319,4045393
BX284606.5,4037926,4037975,4045699,4045748
BX284606.5,4037926,4037975,4045739,4045788
BX284606.5,4037926,4037975,4045779,4045828
BX284606.5,4037926,4037975,4045960,4046009
BX284606.5,4037926,4037975,4046385,4046434
BX284606.5,4037926,4038000,4048701,4048775
BX284606.5,4037926,4037975,4049861,4049910
BX284606.5,4037926,4037975,4050761,4050810
BX284606.5,4037926,4037975,4051081,4051130
BX284606.5,4037926,4037975,4053657,4053706
BX284606.5,4037951,4038000,4050126,4050175
BX284606.5,4037976,4038025,4044509,4044558
BX284606.5,4037976,4038025,4050051,4050100
BX284606.5,4037976,4038025,4050211,4050260
BX284606.5,4037976,4038025,4052733,4052782
BX284606.5,4038001,4038050,4039304,4039353
BX284606.5,4038001,4038050,4039364,4039413
BX284606.5,4038001,4038050,4039504,4039553
BX284606.5,4038001,4038050,4040024,4040073
BX284606.5,4038001,4038050,4041024,4041073
BX284606.5,4038001,4038050,4041084,4041133
BX284606.5,4038001,4038050,4041773,4041822
BX284606.5,4038001,4038050,4041973,4042022
BX284606.5,4038001,4038050,4044614,4044663
BX284606.5,4038001,4038050,4045114,4045163
BX284606.5,4038001,4038050,4045334,4045383
BX284606.5,4038001,4038100,4045414,4045513
BX284606.5,4038001,4038050,4045674,4045723
BX284606.5,4038001,4038050,4045714,4045763
BX284606.5,4038001,4038050,4045754,4045803
BX284606.5,4038001,4038050,4048716,4048765
BX284606.5,4038001,4038050,4048796,4048845
BX284606.5,4038001,4038050,4049876,4049925
BX284606.5,4038001,4038050,4050116,4050165
BX284606.5,4038001,4038050,4052638,4052687
BX284606.5,4038026,4038075,4038086,4038135
BX284606.5,4038026,4038075,4038286,4038335
BX284606.5,4038026,4038100,4038968,4039042
BX284606.5,4038026,4038100,4049261,4049335
BX284606.5,4038026,4038075,4050441,4050490
BX284606.5,4038051,4038100,4038431,4038480
BX284606.5,4038051,4038100,4039153,4039202
BX284606.5,4038051,4038100,4039574,4039623
BX284606.5,4038051,4038100,4045584,4045633
BX284606.5,4038051,4038100,4049366,4049415
BX284606.5,4038051,4038100,4049446,4049495
BX284606.5,4038051,4038100,4049726,4049775
BX284606.5,4038051,4038100,4049946,4049995
BX284606.5,4038051,4038100,4050326,4050375
BX284606.5,4038051,4038100,4050666,4050715
BX284606.5,4038076,4038150,4038276,4038350
BX284606.5,4038076,4038150,4050431,4050505
BX284606.5,4038101,4038150,4038421,4038470
BX284606.5,4038101,4038150,4038581,4038630
BX284606.5,4038101,4038150,4038983,4039032
BX284606.5,4038101,4038150,4039143,4039192
BX284606.5,4038101,4038150,4039564,4039613
BX284606.5,4038101,4038150,4040084,4040133
BX284606.5,4038101,4038150,4042133,4042182
BX284606.5,4038101,4038150,4045454,4045503
BX284606.5,4038101,4038150,4045574,4045623
BX284606.5,4038101,4038150,4049016,4049065
BX284606.5,4038101,4038150,4049096,4049145
BX284606.5,4038101,4038150,4049276,4049325
BX284606.5,4038101,4038150,4049356,4049405
BX284606.5,4038101,4038150,4049436,4049485
BX284606.5,4038101,4038150,4049716,4049765
BX284606.5,4038101,4038150,4049936,4049985
BX284606.5,4038101,4038150,4050316,4050365
BX284606.5,4038101,4038150,4050656,4050705
BX284606.5,4038151,4038225,4039814,4039888
BX284606.5,4038151,4038200,4040234,4040283
BX284606.5,4038151,4038200,4040354,4040403
BX284606.5,4038151,4038200,4040914,4040963
BX284606.5,4038151,4038200,4042163,4042212
BX284606.5,4038151,4038275,4044524,4044648
BX284606.5,4038151,4038200,4050226,4050275
BX284606.5,4038176,4038225,4040199,4040248
BX284606.5,4038176,4038225,4043903,4043952
BX284606.5,4038176,4038225,4046901,4046950
BX284606.5,4038176,4038250,4048611,4048685
BX284606.5,4038176,4038250,4050991,4051065
BX284606.5,4038176,4038225,4052290,4052339
BX284606.5,4038176,4038225,4053223,4053272
BX284606.5,4038176,4038225,4055030,4055079
BX284606.5,4038201,4038250,4038261,4038310
BX284606.5,4038201,4038250,4038361,4038410
BX284606.5,4038201,4038250,4038441,4038490
BX284606.5,4038201,4038250,4038521,4038570
BX284606.5,4038201,4038250,4038641,4038690
BX284606.5,4038201,4038250,4038782,4038831
BX284606.5,4038201,4038250,4038822,4038871
BX284606.5,4038201,4038250,4038903,4038952
BX284606.5,4038201,4038250,4039003,4039052
BX284606.5,4038201,4038250,4039083,4039132
BX284606.5,4038201,4038250,4039163,4039212
BX284606.5,4038201,4038275,4039464,4039538
BX284606.5,4038201,4038250,4039584,4039633
BX284606.5,4038201,4038275,4041933,4042007
BX284606.5,4038201,4038250,4042053,4042102
BX284606.5,4038201,4038250,4042717,4042766
BX284606.5,4038201,4038250,4044009,4044058
BX284606.5,4038201,4038250,4044232,4044281
BX284606.5,4038201,4038250,4044434,4044483
BX284606.5,4038201,4038250,4044474,4044523
BX284606.5,4038201,4038250,4044734,4044783
BX284606.5,4038201,4038250,4044774,4044823
BX284606.5,4038201,4038250,4044814,4044863
BX284606.5,4038201,4038275,4044854,4044928
BX284606.5,4038201,4038275,4045074,4045148
BX284606.5,4038201,4038250,4045474,4045523
BX284606.5,4038201,4038250,4045514,4045563
BX284606.5,4038201,4038250,4045594,4045643
BX284606.5,4038201,4038275,4045634,4045708
BX284606.5,4038201,4038250,4046786,4046835
BX284606.5,4038201,4038250,4047007,4047056
BX284606.5,4038201,4038250,4047251,4047300
BX284606.5,4038201,4038275,4048756,4048830
BX284606.5,4038201,4038250,4048836,4048885
BX284606.5,4038201,4038250,4048896,4048945
BX284606.5,4038201,4038250,4048936,4048985
BX284606.5,4038201,4038250,4049176,4049225
BX284606.5,4038201,4038250,4049296,4049345
BX284606.5,4038201,4038250,4049376,4049425
BX284606.5,4038201,4038250,4049456,4049505
BX284606.5,4038201,4038250,4049496,4049545
BX284606.5,4038201,4038250,4049656,4049705
BX284606.5,4038201,4038250,4049736,4049785
BX284606.5,4038201,4038275,4049956,4050030
BX284606.5,4038201,4038250,4050336,4050385
BX284606.5,4038201,4038250,4050416,4050465
BX284606.5,4038201,4038250,4050676,4050725
BX284606.5,4038201,4038275,4050796,4050870
BX284606.5,4038201,4038250,4051216,4051265
BX284606.5,4038201,4038250,4051439,4051488
BX284606.5,4038201,4038250,4051601,4051650
BX284606.5,4038201,4038250,4052175,4052224
BX284606.5,4038201,4038250,4052396,4052445
BX284606.5,4038201,4038275,4052598,4052672
BX284606.5,4038201,4038250,4053108,4053157
BX284606.5,4038201,4038250,4053329,4053378
BX284606.5,4038201,4038250,4055136,4055185
BX284606.5,4038201,4038250,4055359,4055408
BX284606.5,4038201,4038250,4055561,4055610
BX284606.5,4038201,4038275,4056236,4056310
BX284606.5,4038226,4038275,4039689,4039738
BX284606.5,4038226,4038275,4039969,4040018
BX284606.5,4038226,4038275,4041109,4041158
BX284606.5,4038226,4038275,4041798,4041847
BX284606.5,4038226,4038275,4042458,4042507
BX284606.5,4038226,4038275,4042882,4042931
BX284606.5,4038226,4038275,4043063,4043112
BX284606.5,4038226,4038275,4043364,4043413
BX284606.5,4038226,4038275,4044939,4044988
BX284606.5,4038226,4038275,4045139,4045188
BX284606.5,4038226,4038275,4045319,4045368
BX284606.5,4038226,4038275,4045699,4045748
BX284606.5,4038226,4038275,4045739,4045788
BX284606.5,4038226,4038275,4045779,4045828
BX284606.5,4038226,4038275,4045960,4046009
BX284606.5,4038226,4038275,4046385,4046434
BX284606.5,4038226,4038275,4048701,4048750
BX284606.5,4038226,4038275,4049861,4049910
BX284606.5,4038226,4038300,4050761,4050835
BX284606.5,4038226,4038275,4051081,4051130
BX284606.5,4038226,4038275,4053657,4053706
BX284606.5,4038251,4038300,4038351,4038400
BX284606.5,4038251,4038300,4038511,4038560
BX284606.5,4038251,4038300,4038631,4038680
BX284606.5,4038251,4038300,4038772,4038821
BX284606.5,4038251,4038300,4039073,4039122
BX284606.5,4038251,4038300,4039454,4039503
BX284606.5,4038251,4038300,4041923,4041972
BX284606.5,4038251,4038300,4045064,4045113
BX284606.5,4038251,4038300,4049166,4049215
BX284606.5,4038251,4038375,4050406,4050530
BX284606.5,4038251,4038300,4050546,4050595
BX284606.5,4038251,4038300,4051591,4051640
BX284606.5,4038301,4038350,4038421,4038470
BX284606.5,4038301,4038400,4038581,4038680
BX284606.5,4038301,4038350,4038983,4039032
BX284606.5,4038301,4038350,4039143,4039192
BX284606.5,4038301,4038350,4039564,4039613
BX284606.5,4038301,4038350,4040084,4040133
BX284606.5,4038301,4038375,4042133,4042207
BX284606.5,4038301,4038350,4045454,4045503
BX284606.5,4038301,4038350,4045574,4045623
BX284606.5,4038301,4038350,4049016,4049065
BX284606.5,4038301,4038350,4049096,4049145
BX284606.5,4038301,4038350,4049276,4049325
BX284606.5,4038301,4038350,4049356,4049405
BX284606.5,4038301,4038350,4049436,4049485
BX284606.5,4038301,4038350,4049716,4049765
BX284606.5,4038301,4038350,4049936,4049985
BX284606.5,4038301,4038350,4050316,4050365
BX284606.5,4038301,4038350,4050656,4050705
BX284606.5,4038326,4038375,4039809,4039858
BX284606.5,4038326,4038375,4040229,4040278
BX284606.5,4038326,4038375,4040349,4040398
BX284606.5,4038326,4038375,4040909,4040958
BX284606.5,4038326,4038375,4044359,4044408
BX284606.5,4038326,4038375,4044519,4044568
BX284606.5,4038326,4038375,4050221,4050270
BX284606.5,4038326,4038400,4050521,4050595
BX284606.5,4038326,4038400,4051566,4051640
BX284606.5,4038326,4038375,4052523,4052572
BX284606.5,4038351,4038400,4038511,4038560
BX284606.5,4038351,4038400,4038772,4038821
BX284606.5,4038351,4038400,4039073,4039122
BX284606.5,4038351,4038400,4039454,4039503
BX284606.5,4038351,4038400,4041923,4041972
BX284606.5,4038351,4038400,4045064,4045113
BX284606.5,4038351,4038400,4049166,4049215
BX284606.5,4038351,4038400,4050406,4050455
BX284606.5,4038351,4038400,4050786,4050835
BX284606.5,4038401,4038575,4038963,4039137
BX284606.5,4038401,4038475,4045434,4045508
BX284606.5,4038401,4038500,4049256,4049355
BX284606.5,4038401,4038475,4050436,4050510
BX284606.5,4038426,4038475,4038586,4038635
BX284606.5,4038426,4038475,4039148,4039197
BX284606.5,4038426,4038500,4039569,4039643
BX284606.5,4038426,4038475,4042138,4042187
BX284606.5,4038426,4038475,4045579,4045628
BX284606.5,4038426,4038475,4049361,4049410
BX284606.5,4038426,4038475,4049441,4049490
BX284606.5,4038426,4038500,4049721,4049795
BX284606.5,4038426,4038475,4049941,4049990
BX284606.5,4038426,4038550,4050321,4050445
BX284606.5,4038426,4038500,4050661,4050735
BX284606.5,4038451,4038500,4038531,4038580
BX284606.5,4038451,4038500,4038651,4038700
BX284606.5,4038451,4038500,4038913,4038962
BX284606.5,4038451,4038525,4042727,4042801
BX284606.5,4038451,4038525,4043209,4043283
BX284606.5,4038451,4038525,4046796,4046870
BX284606.5,4038451,4038525,4047261,4047335
BX284606.5,4038451,4038525,4048506,4048580
BX284606.5,4038451,4038500,4048846,4048895
BX284606.5,4038451,4038500,4049186,4049235
BX284606.5,4038451,4038500,4049666,4049715
BX284606.5,4038451,4038525,4052185,4052259
BX284606.5,4038451,4038525,4053118,4053192
BX284606.5,4038451,4038525,4055571,4055645
BX284606.5,4038476,4038525,4039339,4039388
BX284606.5,4038476,4038525,4042328,4042377
BX284606.5,4038501,4038600,4038621,4038720
BX284606.5,4038501,4038575,4038762,4038836
BX284606.5,4038501,4038575,4039444,4039518
BX284606.5,4038501,4038550,4040204,4040253
BX284606.5,4038501,4038575,4041913,4041987
BX284606.5,4038501,4038575,4045054,4045128
BX284606.5,4038501,4038600,4049156,4049255
BX284606.5,4038501,4038550,4050496,4050545
BX284606.5,4038501,4038550,4050536,4050585
BX284606.5,4038501,4038575,4050776,4050850
BX284606.5,4038501,4038550,4050836,4050885
BX284606.5,4038501,4038575,4051581,4051655
BX284606.5,4038501,4038550,4053451,4053500
BX284606.5,4038501,4038550,4053977,4054026
BX284606.5,4038526,4038575,4038827,4038876
BX284606.5,4038526,4038575,4038908,4038957
BX284606.5,4038526,4038575,4039008,4039057
BX284606.5,4038526,4038575,4039168,4039217
BX284606.5,4038526,4038575,4039589,4039638
BX284606.5,4038526,4038575,4042058,4042107
BX284606.5,4038526,4038575,4042722,4042771
BX284606.5,4038526,4038575,4044439,4044488
BX284606.5,4038526,4038575,4044479,4044528
BX284606.5,4038526,4038575,4044579,4044628
BX284606.5,4038526,4038575,4044739,4044788
BX284606.5,4038526,4038575,4044779,4044828
BX284606.5,4038526,4038575,4044819,4044868
BX284606.5,4038526,4038575,4044859,4044908
BX284606.5,4038526,4038575,4045479,4045528
BX284606.5,4038526,4038575,4045519,4045568
BX284606.5,4038526,4038575,4045599,4045648
BX284606.5,4038526,4038575,4045639,4045688
BX284606.5,4038526,4038575,4046791,4046840
BX284606.5,4038526,4038575,4047256,4047305
BX284606.5,4038526,4038575,4048761,4048810
BX284606.5,4038526,4038575,4048841,4048890
BX284606.5,4038526,4038575,4048901,4048950
BX284606.5,4038526,4038575,4048941,4048990
BX284606.5,4038526,4038625,4049301,4049400
BX284606.5,4038526,4038575,4049381,4049430
BX284606.5,4038526,4038575,4049461,4049510
BX284606.5,4038526,4038575,4049501,4049550
BX284606.5,4038526,4038625,4049661,4049760
BX284606.5,4038526,4038600,4049741,4049815
BX284606.5,4038526,4038575,4049961,4050010
BX284606.5,4038526,4038575,4050341,4050390
BX284606.5,4038526,4038575,4050681,4050730
BX284606.5,4038526,4038575,4052180,4052229
BX284606.5,4038526,4038575,4052603,4052652
BX284606.5,4038526,4038575,4053113,4053162
BX284606.5,4038526,4038575,4055566,4055615
BX284606.5,4038526,4038575,4056241,4056290
BX284606.5,4038551,4038625,4040054,4040128
BX284606.5,4038576,4038625,4038978,4039027
BX284606.5,4038576,4038625,4045449,4045498
BX284606.5,4038576,4038625,4049271,4049320
BX284606.5,4038576,4038675,4050451,4050550
BX284606.5,4038601,4038650,4039804,4039853
BX284606.5,4038601,4038650,4039864,4039913
BX284606.5,4038601,4038650,4040224,4040273
BX284606.5,4038601,4038650,4040344,4040393
BX284606.5,4038601,4038650,4040904,4040953
BX284606.5,4038601,4038650,4042153,4042202
BX284606.5,4038601,4038650,4044354,4044403
BX284606.5,4038601,4038650,4044514,4044563
BX284606.5,4038601,4038650,4044654,4044703
BX284606.5,4038601,4038650,4050056,4050105
BX284606.5,4038601,4038650,4050216,4050265
BX284606.5,4038601,4038675,4050516,4050590
BX284606.5,4038601,4038675,4051561,4051635
BX284606.5,4038601,4038650,4052518,4052567
BX284606.5,4038601,4038650,4052738,4052787
BX284606.5,4038601,4038650,4054955,4055004
BX284606.5,4038626,4038675,4038767,4038816
BX284606.5,4038626,4038675,4039068,4039117
BX284606.5,4038626,4038675,4039449,4039498
BX284606.5,4038626,4038675,4040209,4040258
BX284606.5,4038626,4038675,4041918,4041967
BX284606.5,4038626,4038675,4045059,4045108
BX284606.5,4038626,4038750,4049161,4049285
BX284606.5,4038626,4038675,4050401,4050450
BX284606.5,4038626,4038675,4050781,4050830
BX284606.5,4038626,4038675,4053456,4053505
BX284606.5,4038651,4038700,4038913,4038962
BX284606.5,4038651,4038700,4039013,4039062
BX284606.5,4038651,4038700,4039594,4039643
BX284606.5,4038651,4038700,4042727,4042776
BX284606.5,4038651,4038700,4043209,4043258
BX284606.5,4038651,4038700,4046796,4046845
BX284606.5,4038651,4038700,4047261,4047310
BX284606.5,4038651,4038700,4048506,4048555
BX284606.5,4038651,4038700,4048846,4048895
BX284606.5,4038651,4038725,4049306,4049380
BX284606.5,4038651,4038725,4049666,4049740
BX284606.5,4038651,4038725,4049746,4049820
BX284606.5,4038651,4038700,4050346,4050395
BX284606.5,4038651,4038700,4050686,4050735
BX284606.5,4038651,4038700,4052185,4052234
BX284606.5,4038651,4038700,4053118,4053167
BX284606.5,4038651,4038700,4055571,4055620
BX284606.5,4038676,4038725,4040059,4040108
BX284606.5,4038751,4038800,4053440,4053489
BX284606.5,4038776,4038825,4039077,4039126
BX284606.5,4038776,4038825,4039458,4039507
BX284606.5,4038776,4038825,4041927,4041976
BX284606.5,4038776,4038825,4044568,4044617
BX284606.5,4038776,4038825,4045068,4045117
BX284606.5,4038776,4038825,4048630,4048679
BX284606.5,4038776,4038825,4049170,4049219
BX284606.5,4038776,4038825,4050410,4050459
BX284606.5,4038776,4038825,4050550,4050599
BX284606.5,4038776,4038825,4050790,4050839
BX284606.5,4038776,4038825,4051010,4051059
BX284606.5,4038776,4038850,4051595,4051669
BX284606.5,4038801,4038875,4044453,4044527
BX284606.5,4038801,4038850,4044493,4044542
BX284606.5,4038801,4038850,4044633,4044682
BX284606.5,4038801,4038875,4044753,4044827
BX284606.5,4038801,4038875,4044793,4044867
BX284606.5,4038801,4038875,4044833,4044907
BX284606.5,4038801,4038850,4045353,4045402
BX284606.5,4038801,4038875,4045493,4045567
BX284606.5,4038801,4038875,4045613,4045687
BX284606.5,4038801,4038875,4048735,4048809
BX284606.5,4038801,4038875,4048815,4048889
BX284606.5,4038801,4038875,4048915,4048989
BX284606.5,4038801,4038850,4048955,4049004
BX284606.5,4038801,4038875,4049475,4049549
BX284606.5,4038801,4038850,4050035,4050084
BX284606.5,4038801,4038850,4050135,4050184
BX284606.5,4038801,4038850,4052657,4052706
BX284606.5,4038801,4038850,4052717,4052766
BX284606.5,4038826,4038875,4038907,4038956
BX284606.5,4038826,4038875,4039007,4039056
BX284606.5,4038826,4038875,4039087,4039136
BX284606.5,4038826,4038875,4039167,4039216
BX284606.5,4038826,4038875,4039468,4039517
BX284606.5,4038826,4038875,4039588,4039637
BX284606.5,4038826,4038875,4041937,4041986
BX284606.5,4038826,4038875,4042057,4042106
BX284606.5,4038826,4038875,4042721,4042770
BX284606.5,4038826,4038875,4044438,4044487
BX284606.5,4038826,4038875,4044578,4044627
BX284606.5,4038826,4038875,4044738,4044787
BX284606.5,4038826,4038875,4045078,4045127
BX284606.5,4038826,4038875,4045478,4045527
BX284606.5,4038826,4038875,4045598,4045647
BX284606.5,4038826,4038875,4046790,4046839
BX284606.5,4038826,4038875,4047255,4047304
BX284606.5,4038826,4038875,4048900,4048949
BX284606.5,4038826,4038875,4049180,4049229
BX284606.5,4038826,4038875,4049300,4049349
BX284606.5,4038826,4038875,4049380,4049429
BX284606.5,4038826,4038875,4049460,4049509
BX284606.5,4038826,4038875,4049660,4049709
BX284606.5,4038826,4038875,4049740,4049789
BX284606.5,4038826,4038875,4049960,4050009
BX284606.5,4038826,4038875,4050340,4050389
BX284606.5,4038826,4038875,4050680,4050729
BX284606.5,4038826,4038875,4050800,4050849
BX284606.5,4038826,4038875,4051605,4051654
BX284606.5,4038826,4038875,4052179,4052228
BX284606.5,4038826,4038875,4052602,4052651
BX284606.5,4038826,4038875,4053112,4053161
BX284606.5,4038826,4038875,4055565,4055614
BX284606.5,4038826,4038875,4056240,4056289
BX284606.5,4038876,4038925,4055433,4055482
BX284606.5,4038901,4038950,4039001,4039050
BX284606.5,4038901,4038950,4039081,4039130
BX284606.5,4038901,4038950,4039161,4039210
BX284606.5,4038901,4038950,4039462,4039511
BX284606.5,4038901,4038950,4039582,4039631
BX284606.5,4038901,4038950,4041931,4041980
BX284606.5,4038901,4038950,4042051,4042100
BX284606.5,4038901,4038950,4042715,4042764
BX284606.5,4038901,4038950,4044007,4044056
BX284606.5,4038901,4038950,4044230,4044279
BX284606.5,4038901,4038950,4044432,4044481
BX284606.5,4038901,4038950,4044472,4044521
BX284606.5,4038901,4038950,4044572,4044621
BX284606.5,4038901,4038950,4044732,4044781
BX284606.5,4038901,4038950,4044772,4044821
BX284606.5,4038901,4038950,4044812,4044861
BX284606.5,4038901,4038950,4044852,4044901
BX284606.5,4038901,4038950,4045072,4045121
BX284606.5,4038901,4038950,4045472,4045521
BX284606.5,4038901,4038950,4045512,4045561
BX284606.5,4038901,4038950,4045592,4045641
BX284606.5,4038901,4038950,4045632,4045681
BX284606.5,4038901,4038950,4046784,4046833
BX284606.5,4038901,4038950,4047005,4047054
BX284606.5,4038901,4038950,4047249,4047298
BX284606.5,4038901,4038950,4048634,4048683
BX284606.5,4038901,4038950,4048754,4048803
BX284606.5,4038901,4038950,4048834,4048883
BX284606.5,4038901,4038950,4048894,4048943
BX284606.5,4038901,4038950,4048934,4048983
BX284606.5,4038901,4038950,4049174,4049223
BX284606.5,4038901,4038950,4049294,4049343
BX284606.5,4038901,4038950,4049374,4049423
BX284606.5,4038901,4038950,4049454,4049503
BX284606.5,4038901,4038950,4049494,4049543
BX284606.5,4038901,4038950,4049654,4049703
BX284606.5,4038901,4038950,4049734,4049783
BX284606.5,4038901,4038950,4049954,4050003
BX284606.5,4038901,4038950,4050334,4050383
BX284606.5,4038901,4038950,4050414,4050463
BX284606.5,4038901,4038950,4050674,4050723
BX284606.5,4038901,4038950,4050794,4050843
BX284606.5,4038901,4038950,4051014,4051063
BX284606.5,4038901,4038950,4051214,4051263
BX284606.5,4038901,4038950,4051437,4051486
BX284606.5,4038901,4038950,4051599,4051648
BX284606.5,4038901,4038950,4052173,4052222
BX284606.5,4038901,4038950,4052394,4052443
BX284606.5,4038901,4038950,4052596,4052645
BX284606.5,4038901,4038950,4053106,4053155
BX284606.5,4038901,4038950,4053327,4053376
BX284606.5,4038901,4038950,4055134,4055183
BX284606.5,4038901,4038950,4055357,4055406
BX284606.5,4038901,4038950,4055559,4055608
BX284606.5,4038901,4038950,4056234,4056283
BX284606.5,4038951,4039025,4040052,4040126
BX284606.5,4038951,4039000,4049204,4049253
BX284606.5,4038951,4039050,4049324,4049423
BX284606.5,4038951,4039050,4049684,4049783
BX284606.5,4038951,4039000,4049764,4049813
BX284606.5,4038976,4039050,4045447,4045521
BX284606.5,4038976,4039050,4049269,4049343
BX284606.5,4038976,4039025,4050449,4050498
BX284606.5,4039001,4039050,4039081,4039130
BX284606.5,4039001,4039050,4039161,4039210
BX284606.5,4039001,4039050,4039462,4039511
BX284606.5,4039001,4039050,4039582,4039631
BX284606.5,4039001,4039050,4041931,4041980
BX284606.5,4039001,4039050,4042051,4042100
BX284606.5,4039001,4039050,4042715,4042764
BX284606.5,4039001,4039050,4044007,4044056
BX284606.5,4039001,4039050,4044230,4044279
BX284606.5,4039001,4039050,4044432,4044481
BX284606.5,4039001,4039050,4044472,4044521
BX284606.5,4039001,4039050,4044572,4044621
BX284606.5,4039001,4039050,4044732,4044781
BX284606.5,4039001,4039050,4044772,4044821
BX284606.5,4039001,4039050,4044812,4044861
BX284606.5,4039001,4039050,4044852,4044901
BX284606.5,4039001,4039050,4045072,4045121
BX284606.5,4039001,4039050,4045512,4045561
BX284606.5,4039001,4039050,4045592,4045641
BX284606.5,4039001,4039050,4045632,4045681
BX284606.5,4039001,4039050,4046784,4046833
BX284606.5,4039001,4039050,4047005,4047054
BX284606.5,4039001,4039050,4047249,4047298
BX284606.5,4039001,4039050,4048634,4048683
BX284606.5,4039001,4039050,4048754,4048803
BX284606.5,4039001,4039050,4048834,4048883
BX284606.5,4039001,4039050,4048894,4048943
BX284606.5,4039001,4039050,4048934,4048983
BX284606.5,4039001,4039050,4049174,4049223
BX284606.5,4039001,4039050,4049454,4049503
BX284606.5,4039001,4039050,4049494,4049543
BX284606.5,4039001,4039050,4049654,4049703
BX284606.5,4039001,4039050,4049954,4050003
BX284606.5,4039001,4039050,4050334,4050383
BX284606.5,4039001,4039050,4050414,4050463
BX284606.5,4039001,4039050,4050674,4050723
BX284606.5,4039001,4039050,4050794,4050843
BX284606.5,4039001,4039050,4051014,4051063
BX284606.5,4039001,4039050,4051214,4051263
BX284606.5,4039001,4039050,4051437,4051486
BX284606.5,4039001,4039050,4051599,4051648
BX284606.5,4039001,4039050,4052173,4052222
BX284606.5,4039001,4039050,4052394,4052443
BX284606.5,4039001,4039050,4052596,4052645
BX284606.5,4039001,4039050,4053106,4053155
BX284606.5,4039001,4039050,4053327,4053376
BX284606.5,4039001,4039050,4055134,4055183
BX284606.5,4039001,4039050,4055357,4055406
BX284606.5,4039001,4039050,4055559,4055608
BX284606.5,4039001,4039050,4056234,4056283
BX284606.5,4039051,4039150,4050764,4050863
BX284606.5,4039051,4039100,4050824,4050873
BX284606.5,4039076,4039150,4039457,4039531
BX284606.5,4039076,4039150,4041926,4042000
BX284606.5,4039076,4039150,4044567,4044641
BX284606.5,4039076,4039150,4045067,4045141
BX284606.5,4039076,4039125,4048629,4048678
BX284606.5,4039076,4039125,4049169,4049218
BX284606.5,4039076,4039125,4050409,4050458
BX284606.5,4039076,4039125,4050549,4050598
BX284606.5,4039076,4039125,4051009,4051058
BX284606.5,4039076,4039125,4051594,4051643
BX284606.5,4039101,4039150,4039181,4039230
BX284606.5,4039101,4039200,4039522,4039621
BX284606.5,4039101,4039150,4039682,4039731
BX284606.5,4039101,4039150,4041102,4041151
BX284606.5,4039101,4039150,4041791,4041840
BX284606.5,4039101,4039150,4044872,4044921
BX284606.5,4039101,4039150,4044932,4044981
BX284606.5,4039101,4039150,4045132,4045181
BX284606.5,4039101,4039150,4045312,4045361
BX284606.5,4039101,4039200,4045532,4045631
BX284606.5,4039101,4039150,4045652,4045701
BX284606.5,4039101,4039150,4045692,4045741
BX284606.5,4039101,4039150,4045732,4045781
BX284606.5,4039101,4039150,4045772,4045821
BX284606.5,4039101,4039150,4045832,4045881
BX284606.5,4039101,4039150,4048694,4048743
BX284606.5,4039101,4039150,4048774,4048823
BX284606.5,4039101,4039200,4049394,4049493
BX284606.5,4039101,4039225,4049894,4050018
BX284606.5,4039101,4039150,4049974,4050023
BX284606.5,4039101,4039200,4050274,4050373
BX284606.5,4039101,4039200,4050614,4050713
BX284606.5,4039101,4039150,4050754,4050803
BX284606.5,4039101,4039150,4051074,4051123
BX284606.5,4039101,4039150,4052616,4052665
BX284606.5,4039101,4039150,4056254,4056303
BX284606.5,4039126,4039175,4041248,4041297
BX284606.5,4039126,4039175,4041655,4041704
BX284606.5,4039126,4039175,4049079,4049128
BX284606.5,4039151,4039200,4045462,4045511
BX284606.5,4039151,4039200,4049284,4049333
BX284606.5,4039151,4039225,4049364,4049438
BX284606.5,4039151,4039200,4049724,4049773
BX284606.5,4039176,4039225,4039477,4039526
BX284606.5,4039176,4039225,4039677,4039726
BX284606.5,4039176,4039225,4041946,4041995
BX284606.5,4039176,4039225,4044587,4044636
BX284606.5,4039176,4039225,4044867,4044916
BX284606.5,4039176,4039225,4045087,4045136
